,formula,phase,processing,gfa
2286,Au0Pd85Si15,AM,meltspin,1
2287,Au3.5Pd80Si16.5,AM,meltspin,1
2288,Au3.5Pd80.5Si16,AM,meltspin,1
2289,Au4Pd75Si21,AM,meltspin,1
2290,Au4Pd76Si20,AM,meltspin,1
2291,Au4Pd78Si18,AM,meltspin,1
2292,Au4Pd79Si17,AM,meltspin,1
2293,Au4Pd81Si15,AM,meltspin,1
2294,Au6Pd78Si16,AM,meltspin,1
2295,Au7Pd73Si20,AM,meltspin,1
2296,Au9Pd75Si16,AM,meltspin,1
2297,Au12Pd68Si20,AM,meltspin,1
2298,Au12Pd71Si17,AM,meltspin,1
2299,Au66Pd16Si18,AM,meltspin,1
2300,Au7.5Pd76Si16.5,AM,meltspin,1
2301,Au4Pd79.5Si16.5,AM,meltspin,1
2302,Au1.7Pd81.8Si16.5,AM,meltspin,1
2303,Au4.2Pd79.3Si16.5,AM,meltspin,1
2304,Au6.7Pd76.8Si16.5,AM,meltspin,1
2305,Au10Pd73.5Si16.5,AM,meltspin,1
2306,Au12.5Pd71Si16.5,AM,meltspin,1
2307,Au15Pd68.5Si16.5,AM,meltspin,1
2308,Au20.9Pd62.6Si16.5,CR,meltspin,0
2309,Au0Pd82Si18,AM,meltspin,1
2310,Au0Pd83.5Si16.5,AM,meltspin,1
2311,Au1Pd81Si18,AM,meltspin,1
2312,Au2Pd80Si18,AM,meltspin,1
2313,Au2Pd81.5Si16.5,AM,meltspin,1
2314,Au3Pd79Si18,AM,meltspin,1
2315,Au3Pd80.5Si16.5,AM,meltspin,1
2316,Au4Pd78Si18,AM,meltspin,1
2317,Au4Pd79.5Si16.5,AM,meltspin,1
2318,Au5Pd78.5Si16.5,AM,meltspin,1
2319,Au6Pd76Si18,AM,meltspin,1
2320,Au6Pd77.5Si16.5,AM,meltspin,1
2321,Au7Pd76.5Si16.5,AM,meltspin,1
2322,Au10Pd72Si18,AM,meltspin,1
2323,Au10Pd73.5Si16.5,AM,meltspin,1
2324,Au2Pd80Si18,AM,meltspin,1
2325,Au4Pd78Si18,AM,meltspin,1
2326,Au6Pd76Si18,AM,meltspin,1
2327,Au8Pd74Si18,AM,meltspin,1
2328,Au0Pd82Si18,AM,meltspin,1
2329,Au1Pd81Si18,AM,meltspin,1
2330,Au2Pd80Si18,AM,meltspin,1
2331,Au3Pd79Si18,AM,meltspin,1
2332,Au4Pd78Si18,AM,meltspin,1
2333,Au5Pd77Si18,AM,meltspin,1
2334,Au6Pd76Si18,AM,meltspin,1
2335,Au7Pd75Si18,AM,meltspin,1
2336,Au8Pd74Si18,AM,meltspin,1
2337,B10Be20Fe70,AM,meltspin,1
2338,B20Be0Fe80,AM,meltspin,1
2339,B12C12Co76,AM,meltspin,1
2340,B16C4Co80,AM,meltspin,1
2341,B16C8Co76,AM,meltspin,1
2342,B16C12Co72,AM,meltspin,1
2343,B17C0Co83,AM,meltspin,1
2344,B20C4Co76,AM,meltspin,1
2345,B20C8Co72,AM,meltspin,1
2346,B20C12Co68,AM,meltspin,1
2347,B20C16Co64,AM,meltspin,1
2348,B20C20Co60,AM,meltspin,1
2349,B24C4Co72,AM,meltspin,1
2350,B24C8Co68,AM,meltspin,1
2351,B24C12Co64,AM,meltspin,1
2352,B24C16Co60,AM,meltspin,1
2353,B24C20Co56,AM,meltspin,1
2354,B28C4Co68,AM,meltspin,1
2355,B28C8Co64,AM,meltspin,1
2356,B28C12Co60,AM,meltspin,1
2357,B28C16Co56,AM,meltspin,1
2358,B29C0Co71,AM,meltspin,1
2359,B32C2Co66,AM,meltspin,1
2360,B32C4Co64,AM,meltspin,1
2361,B32C8Co60,AM,meltspin,1
2362,B32C12Co56,AM,meltspin,1
2363,B32C16Co52,AM,meltspin,1
2364,B35C0Co65,AM,meltspin,1
2365,B36C2Co62,AM,meltspin,1
2366,B36C4Co60,AM,meltspin,1
2367,B41C0Co59,AM,meltspin,1
2368,B8C12Co80,AC,meltspin,0
2369,B12C4Co84,AC,meltspin,0
2370,B12C8Co80,AC,meltspin,0
2371,B12C16Co72,AC,meltspin,0
2372,B16C16Co68,AC,meltspin,0
2373,B16C20Co64,AC,meltspin,0
2374,B28C20Co52,AC,meltspin,0
2375,B40C2Co58,AC,meltspin,0
2376,B8C4Co88,CR,meltspin,0
2377,B8C8Co84,CR,meltspin,0
2378,B15C0Co85,CR,meltspin,0
2379,B30C0Co70,CR,meltspin,0
2380,B32C20Co48,CR,meltspin,0
2381,B34C0Co66,CR,meltspin,0
2382,B36C8Co56,CR,meltspin,0
2383,B36C12Co52,CR,meltspin,0
2384,B36C16Co48,CR,meltspin,0
2385,B12C12Co76,AM,meltspin,1
2386,B16C12Co72,AM,meltspin,1
2387,B24C4Co72,AM,meltspin,1
2388,B24C12Co64,AM,meltspin,1
2389,B24C16Co60,AM,meltspin,1
2390,B24C20Co56,AM,meltspin,1
2391,B28C12Co60,AM,meltspin,1
2392,B7C7Fe86,AM,meltspin,1
2393,B8C7Fe85,AM,meltspin,1
2394,B8C9Fe83,AM,meltspin,1
2395,B9C9Fe82,AM,meltspin,1
2396,B10C5Fe85,AM,meltspin,1
2397,B10C7Fe83,AM,meltspin,1
2398,B10C9Fe81,AM,meltspin,1
2399,B11C5Fe84,AM,meltspin,1
2400,B11C7Fe82,AM,meltspin,1
2401,B11C9Fe80,AM,meltspin,1
2402,B12C3Fe85,AM,meltspin,1
2403,B12C5Fe83,AM,meltspin,1
2404,B12C7Fe81,AM,meltspin,1
2405,B12C9Fe79,AM,meltspin,1
2406,B14C3Fe83,AM,meltspin,1
2407,B14C5Fe81,AM,meltspin,1
2408,B14C7Fe79,AM,meltspin,1
2409,B15C5Fe80,AM,meltspin,1
2410,B16C3Fe81,AM,meltspin,1
2411,B17C5Fe78,AM,meltspin,1
2412,B18C3Fe79,AM,meltspin,1
2413,B9C11Fe80,AM,meltspin,1
2414,B11C9Fe80,AM,meltspin,1
2415,B13C7Fe80,AM,meltspin,1
2416,B15C5Fe80,AM,meltspin,1
2417,B16C4Fe80,AM,meltspin,1
2418,B17C3Fe80,AM,meltspin,1
2419,B10C10Fe80,AM,meltspin,1
2420,B13C7Fe80,AM,meltspin,1
2421,B20C0Fe80,AM,meltspin,1
2422,B18C2Fe80,AM,meltspin,1
2423,B19C0Fe81,AM,meltspin,1
2424,B14C5Ni81,AM,meltspin,1
2425,B16C2Ni82,AM,meltspin,1
2426,B16C4Ni80,AM,meltspin,1
2427,B16C6Ni78,AM,meltspin,1
2428,B16C8Ni76,AM,meltspin,1
2429,B16C10Ni74,AM,meltspin,1
2430,B18C12Ni70,AM,meltspin,1
2431,B18C16Ni66,AM,meltspin,1
2432,B20C2Ni78,AM,meltspin,1
2433,B20C12Ni68,AM,meltspin,1
2434,B20C16Ni64,AM,meltspin,1
2435,B22C10Ni68,AM,meltspin,1
2436,B22C12Ni66,AM,meltspin,1
2437,B22C14Ni64,AM,meltspin,1
2438,B22C18Ni60,AM,meltspin,1
2439,B24C8Ni68,AM,meltspin,1
2440,B26C6Ni68,AM,meltspin,1
2441,B26C12Ni62,AM,meltspin,1
2442,B26C14Ni60,AM,meltspin,1
2443,B28C0Ni72,AM,meltspin,1
2444,B28C2Ni70,AM,meltspin,1
2445,B28C4Ni68,AM,meltspin,1
2446,B28C6Ni66,AM,meltspin,1
2447,B28C8Ni64,AM,meltspin,1
2448,B28C10Ni62,AM,meltspin,1
2449,B28C16Ni56,AM,meltspin,1
2450,B30C12Ni58,AM,meltspin,1
2451,B34C0Ni66,AM,meltspin,1
2452,B34C6Ni60,AM,meltspin,1
2453,B34C10Ni56,AM,meltspin,1
2454,B34C12Ni54,AM,meltspin,1
2455,B34C14Ni52,AM,meltspin,1
2456,B38C0Ni62,AM,meltspin,1
2457,B38C6Ni56,AM,meltspin,1
2458,B38C10Ni52,AM,meltspin,1
2459,B38C12Ni50,AM,meltspin,1
2460,B38C14Ni48,AM,meltspin,1
2461,B40C2Ni58,AM,meltspin,1
2462,B40C8Ni52,AM,meltspin,1
2463,B42C0Ni58,AM,meltspin,1
2464,B42C2Ni56,AM,meltspin,1
2465,B42C8Ni50,AM,meltspin,1
2466,B42C10Ni48,AM,meltspin,1
2467,B42C12Ni46,AM,meltspin,1
2468,B42C14Ni44,AM,meltspin,1
2469,B42C16Ni42,AM,meltspin,1
2470,B46C12Ni42,AM,meltspin,1
2471,B46C20Ni34,AM,meltspin,1
2472,B50C12Ni38,AM,meltspin,1
2473,B50C20Ni30,AM,meltspin,1
2474,B55C8Ni37,AM,meltspin,1
2475,B55C12Ni33,AM,meltspin,1
2476,B55C16Ni29,AM,meltspin,1
2477,B59C4Ni37,AM,meltspin,1
2478,B11.5C10Ni78.5,AC,meltspin,0
2479,B13C10Ni77,AC,meltspin,0
2480,B13C12Ni75,AC,meltspin,0
2481,B14C20Ni66,AC,meltspin,0
2482,B15C12Ni73,AC,meltspin,0
2483,B17C8Ni75,AC,meltspin,0
2484,B17C16Ni67,AC,meltspin,0
2485,B22C8Ni70,AC,meltspin,0
2486,B26C4Ni70,AC,meltspin,0
2487,B40C6Ni54,AC,meltspin,0
2488,B50C8Ni42,AC,meltspin,0
2489,B0C5Ni95,CR,meltspin,0
2490,B0C10Ni90,CR,meltspin,0
2491,B0C15Ni85,CR,meltspin,0
2492,B0C20Ni80,CR,meltspin,0
2493,B5C0Ni95,CR,meltspin,0
2494,B5C5Ni90,CR,meltspin,0
2495,B5C15Ni80,CR,meltspin,0
2496,B5C20Ni75,CR,meltspin,0
2497,B10C5Ni85,CR,meltspin,0
2498,B10C8Ni82,CR,meltspin,0
2499,B10C10Ni80,CR,meltspin,0
2500,B10C15Ni75,CR,meltspin,0
2501,B10C20Ni70,CR,meltspin,0
2502,B12C6Ni82,CR,meltspin,0
2503,B14C2Ni84,CR,meltspin,0
2504,B14C16Ni70,CR,meltspin,0
2505,B16C0Ni84,CR,meltspin,0
2506,B18C0Ni82,CR,meltspin,0
2507,B18C6Ni76,CR,meltspin,0
2508,B20C0Ni80,CR,meltspin,0
2509,B20C6Ni74,CR,meltspin,0
2510,B20C8Ni72,CR,meltspin,0
2511,B22C0Ni78,CR,meltspin,0
2512,B22C2Ni76,CR,meltspin,0
2513,B22C5Ni73,CR,meltspin,0
2514,B24C0Ni76,CR,meltspin,0
2515,B24C4Ni72,CR,meltspin,0
2516,B26C0Ni74,CR,meltspin,0
2517,B26C2Ni72,CR,meltspin,0
2518,B40C4Ni56,CR,meltspin,0
2519,B41C6Ni53,CR,meltspin,0
2520,B42C0Ni58,CR,meltspin,0
2521,B42.5C2.5Ni55,CR,meltspin,0
2522,B44C2.5Ni53.5,CR,meltspin,0
2523,B46C0Ni54,CR,meltspin,0
2524,B46C4Ni50,CR,meltspin,0
2525,B46C8Ni46,CR,meltspin,0
2526,B48C0Ni52,CR,meltspin,0
2527,B50C4Ni46,CR,meltspin,0
2528,B54C0Ni46,CR,meltspin,0
2529,B58C4Ni38,CR,meltspin,0
2530,B20Co30Cr50,AM,meltspin,1
2531,B20Co35Cr45,AM,meltspin,1
2532,B20Co40Cr40,AM,meltspin,1
2533,B20Co50Cr30,AM,meltspin,1
2534,B20Co55Cr25,AM,meltspin,1
2535,B20Co60Cr20,AM,meltspin,1
2536,B20Co72Cr8,AM,meltspin,1
2537,B20Co80Cr0,AM,meltspin,1
2538,B20Co30Cr50,AM,meltspin,1
2539,B20Co35Cr45,AM,meltspin,1
2540,B20Co40Cr40,AM,meltspin,1
2541,B20Co50Cr30,AM,meltspin,1
2542,B20Co55Cr25,AM,meltspin,1
2543,B20Co60Cr20,AM,meltspin,1
2544,B20Co65Cr15,AM,meltspin,1
2545,B20Co70Cr10,AM,meltspin,1
2546,B20Co72Cr8,AM,meltspin,1
2547,B20Co80Cr0,AM,meltspin,1
2548,B18.5Co81.5Cr0,AM,meltspin,1
2549,B20Co80Cr0,AM,meltspin,1
2550,B25Co67.5Cr7.5,AM,meltspin,1
2551,B25Co75Cr0,AM,meltspin,1
2552,B30Co70Cr0,AM,meltspin,1
2553,B35Co65Cr0,AM,meltspin,1
2554,B40Co60Cr0,AM,meltspin,1
2555,B20Co0Fe80,AM,meltspin,1
2556,B20Co74Fe6,AM,meltspin,1
2557,B20Co0Fe80,AM,meltspin,1
2558,B20Co10Fe70,AM,meltspin,1
2559,B20Co20Fe60,AM,meltspin,1
2560,B20Co30Fe50,AM,meltspin,1
2561,B20Co40Fe40,AM,meltspin,1
2562,B20Co50Fe30,AM,meltspin,1
2563,B20Co60Fe20,AM,meltspin,1
2564,B20Co70Fe10,AM,meltspin,1
2565,B20Co80Fe0,AM,meltspin,1
2566,B16Co0Fe84,AM,meltspin,1
2567,B17Co10Fe73,AM,meltspin,1
2568,B20Co5Fe75,AM,meltspin,1
2569,B20Co10Fe70,AM,meltspin,1
2570,B20Co20Fe60,AM,meltspin,1
2571,B20Co30Fe50,AM,meltspin,1
2572,B20Co40Fe40,AM,meltspin,1
2573,B20Co60Fe20,AM,meltspin,1
2574,B20Co80Fe0,AM,meltspin,1
2575,B20Co75Fe5,AM,meltspin,1
2576,B17Co1Fe82,AM,meltspin,1
2577,B17Co2Fe81,AM,meltspin,1
2578,B17Co3Fe80,AM,meltspin,1
2579,B17Co4Fe79,AM,meltspin,1
2580,B17Co6Fe77,AM,meltspin,1
2581,B17Co7.5Fe75.5,AM,meltspin,1
2582,B17Co11.5Fe71.5,AM,meltspin,1
2583,B17Co16.5Fe66.5,AM,meltspin,1
2584,B17Co19Fe64,AM,meltspin,1
2585,B17Co22Fe61,AM,meltspin,1
2586,B17Co25Fe58,AM,meltspin,1
2587,B17Co33Fe50,AM,meltspin,1
2588,B17Co41.5Fe41.5,AM,meltspin,1
2589,B17Co54Fe29,AM,meltspin,1
2590,B17Co66.5Fe16.5,AM,meltspin,1
2591,B20Co75Fe5,AM,meltspin,1
2592,B9Co0Fe91,AM,meltspin,1
2593,B9Co85Fe6,AM,meltspin,1
2594,B17Co0Fe83,AM,meltspin,1
2595,B17Co41.5Fe41.5,AM,meltspin,1
2596,B17Co62Fe21,AM,meltspin,1
2597,B17Co75Fe8,AM,meltspin,1
2598,B17Co77Fe6,AM,meltspin,1
2599,B25Co0Fe75,AM,meltspin,1
2600,B25Co70Fe5,AM,meltspin,1
2601,B19Co0Fe81,AM,meltspin,1
2602,B20Co5Fe75,AM,meltspin,1
2603,B19Co0Fe81,AM,meltspin,1
2604,B20Co4Fe76,AM,meltspin,1
2605,B11Co89Mn0,AM,meltspin,1
2606,B12Co52.8Mn35.2,AM,meltspin,1
2607,B12Co53Mn35,AM,meltspin,1
2608,B12Co57Mn31,AM,meltspin,1
2609,B12Co61.6Mn26.4,AM,meltspin,1
2610,B12Co62Mn26,AM,meltspin,1
2611,B12Co70.4Mn17.6,AM,meltspin,1
2612,B12Co70.5Mn17.5,AM,meltspin,1
2613,B12Co79Mn9,AM,meltspin,1
2614,B12Co88Mn0,AM,meltspin,1
2615,B16Co50.4Mn33.6,AM,meltspin,1
2616,B16Co50.5Mn33.5,AM,meltspin,1
2617,B16Co54.5Mn29.5,AM,meltspin,1
2618,B16Co58.8Mn25.2,AM,meltspin,1
2619,B16Co59Mn25,AM,meltspin,1
2620,B16Co67Mn17,AM,meltspin,1
2621,B16Co67.2Mn16.8,AM,meltspin,1
2622,B16Co75Mn9,AM,meltspin,1
2623,B16Co75.6Mn8.4,AM,meltspin,1
2624,B16Co84Mn0,AM,meltspin,1
2625,B20Co48Mn32,AM,meltspin,1
2626,B20Co48Mn32,AM,meltspin,1
2627,B20Co52Mn28,AM,meltspin,1
2628,B20Co56Mn24,AM,meltspin,1
2629,B20Co56Mn24,AM,meltspin,1
2630,B20Co64Mn16,AM,meltspin,1
2631,B20Co64Mn16,AM,meltspin,1
2632,B20Co72Mn8,AM,meltspin,1
2633,B20Co72Mn8,AM,meltspin,1
2634,B20Co80Mn0,AM,meltspin,1
2635,B24Co45.5Mn30.5,AM,meltspin,1
2636,B24Co49.4Mn26.6,AM,meltspin,1
2637,B24Co49.5Mn26.5,AM,meltspin,1
2638,B24Co53Mn23,AM,meltspin,1
2639,B24Co53.2Mn22.8,AM,meltspin,1
2640,B24Co60.8Mn15.2,AM,meltspin,1
2641,B24Co61Mn15,AM,meltspin,1
2642,B24Co68Mn8,AM,meltspin,1
2643,B24Co68.4Mn7.6,AM,meltspin,1
2644,B24Co76Mn0,AM,meltspin,1
2645,B28Co43Mn29,AM,meltspin,1
2646,B28Co43.2Mn28.8,AM,meltspin,1
2647,B28Co47Mn25,AM,meltspin,1
2648,B28Co50Mn22,AM,meltspin,1
2649,B28Co50.4Mn21.6,AM,meltspin,1
2650,B28Co57.6Mn14.4,AM,meltspin,1
2651,B28Co58Mn14,AM,meltspin,1
2652,B28Co64.8Mn7.2,AM,meltspin,1
2653,B28Co65Mn7,AM,meltspin,1
2654,B28Co72Mn0,AM,meltspin,1
2655,B32Co41Mn27,AM,meltspin,1
2656,B32Co44Mn24,AM,meltspin,1
2657,B32Co46.4Mn21.6,AM,meltspin,1
2658,B32Co47Mn21,AM,meltspin,1
2659,B32Co54.4Mn13.6,AM,meltspin,1
2660,B32Co54.5Mn13.5,AM,meltspin,1
2661,B32Co61Mn7,AM,meltspin,1
2662,B32Co68Mn0,AM,meltspin,1
2663,B12Co48Mn40,AM,meltspin,1
2664,B12Co53Mn35,AM,meltspin,1
2665,B12Co61Mn27,AM,meltspin,1
2666,B12Co68Mn20,AM,meltspin,1
2667,B12Co70Mn18,AM,meltspin,1
2668,B16Co50Mn34,AM,meltspin,1
2669,B16Co54.5Mn29.5,AM,meltspin,1
2670,B16Co59Mn25,AM,meltspin,1
2671,B16Co67Mn17,AM,meltspin,1
2672,B16Co84Mn0,AM,meltspin,1
2673,B20Co40Mn40,AM,meltspin,1
2674,B20Co48Mn32,AM,meltspin,1
2675,B20Co52Mn28,AM,meltspin,1
2676,B20Co56Mn24,AM,meltspin,1
2677,B20Co60Mn20,AM,meltspin,1
2678,B20Co64Mn16,AM,meltspin,1
2679,B20Co72Mn8,AM,meltspin,1
2680,B20Co80Mn0,AM,meltspin,1
2681,B24Co54Mn22,AM,meltspin,1
2682,B24Co61Mn15,AM,meltspin,1
2683,B24Co76Mn0,AM,meltspin,1
2684,B28Co32Mn40,AM,meltspin,1
2685,B28Co51Mn21,AM,meltspin,1
2686,B28Co52Mn20,AM,meltspin,1
2687,B28Co58Mn14,AM,meltspin,1
2688,B28Co65Mn7,AM,meltspin,1
2689,B28Co72Mn0,AM,meltspin,1
2690,B32Co48Mn20,AM,meltspin,1
2691,B32Co54Mn14,AM,meltspin,1
2692,B32Co68Mn0,AM,meltspin,1
2693,B24Co38Mn38,AM,meltspin,1
2694,B24Co45.6Mn30.4,AM,meltspin,1
2695,B24Co53.2Mn22.8,AM,meltspin,1
2696,B24Co60.8Mn15.2,AM,meltspin,1
2697,B24Co68.4Mn7.6,AM,meltspin,1
2698,B12Co18Mn70,AM,meltspin,1
2699,B12Co24Mn64,AM,meltspin,1
2700,B12Co34Mn54,AM,meltspin,1
2701,B12Co39Mn49,AM,meltspin,1
2702,B12Co44Mn44,AM,meltspin,1
2703,B12Co45Mn43,AM,meltspin,1
2704,B12Co49Mn39,AM,meltspin,1
2705,B12Co53Mn35,AM,meltspin,1
2706,B12Co62Mn26,AM,meltspin,1
2707,B12Co70Mn18,AM,meltspin,1
2708,B16Co17Mn67,AM,meltspin,1
2709,B16Co17Mn67,AM,meltspin,1
2710,B16Co20Mn64,AM,meltspin,1
2711,B16Co21Mn63,AM,meltspin,1
2712,B16Co24.5Mn59.5,AM,meltspin,1
2713,B16Co25Mn59,AM,meltspin,1
2714,B16Co27Mn57,AM,meltspin,1
2715,B16Co27Mn57,AM,meltspin,1
2716,B16Co33Mn51,AM,meltspin,1
2717,B16Co33Mn51,AM,meltspin,1
2718,B16Co35Mn49,AM,meltspin,1
2719,B16Co42Mn42,AM,meltspin,1
2720,B16Co42Mn42,AM,meltspin,1
2721,B16Co43.5Mn40.5,AM,meltspin,1
2722,B16Co49Mn35,AM,meltspin,1
2723,B16Co50Mn34,AM,meltspin,1
2724,B16Co50Mn34,AM,meltspin,1
2725,B16Co59Mn25,AM,meltspin,1
2726,B16Co59Mn25,AM,meltspin,1
2727,B16Co65Mn19,AM,meltspin,1
2728,B16Co65.5Mn18.5,AM,meltspin,1
2729,B16Co67Mn17,AM,meltspin,1
2730,B16Co67Mn17,AM,meltspin,1
2731,B16Co75Mn9,AM,meltspin,1
2732,B16Co76Mn8,AM,meltspin,1
2733,B20Co20Mn60,AM,meltspin,1
2734,B20Co28.5Mn51.5,AM,meltspin,1
2735,B20Co32Mn48,AM,meltspin,1
2736,B20Co36.5Mn43.5,AM,meltspin,1
2737,B20Co37Mn43,AM,meltspin,1
2738,B20Co40Mn40,AM,meltspin,1
2739,B20Co41.5Mn38.5,AM,meltspin,1
2740,B20Co44Mn36,AM,meltspin,1
2741,B20Co47.5Mn32.5,AM,meltspin,1
2742,B20Co52Mn28,AM,meltspin,1
2743,B20Co57Mn23,AM,meltspin,1
2744,B24Co24Mn52,AM,meltspin,1
2745,B24Co27Mn49,AM,meltspin,1
2746,B24Co28Mn48,AM,meltspin,1
2747,B24Co33Mn43,AM,meltspin,1
2748,B24Co34Mn42,AM,meltspin,1
2749,B24Co38Mn38,AM,meltspin,1
2750,B24Co39Mn37,AM,meltspin,1
2751,B24Co42Mn34,AM,meltspin,1
2752,B24Co46.5Mn29.5,AM,meltspin,1
2753,B24Co48Mn28,AM,meltspin,1
2754,B24Co52Mn24,AM,meltspin,1
2755,B28Co25Mn47,AM,meltspin,1
2756,B28Co25Mn47,AM,meltspin,1
2757,B28Co30Mn42,AM,meltspin,1
2758,B28Co36Mn36,AM,meltspin,1
2759,B28Co37Mn35,AM,meltspin,1
2760,B28Co41Mn31,AM,meltspin,1
2761,B28Co41.5Mn30.5,AM,meltspin,1
2762,B28Co45Mn27,AM,meltspin,1
2763,B28Co45.5Mn26.5,AM,meltspin,1
2764,B31Co41Mn28,AM,meltspin,1
2765,B18.5Co81.5Mn0,AM,meltspin,1
2766,B20Co80Mn0,AM,meltspin,1
2767,B25Co67.5Mn7.5,AM,meltspin,1
2768,B25Co75Mn0,AM,meltspin,1
2769,B30Co70Mn0,AM,meltspin,1
2770,B35Co65Mn0,AM,meltspin,1
2771,B40Co60Mn0,AM,meltspin,1
2772,B11Co53.4Mn35.6,AM,meltspin,1
2773,B11Co71.2Mn17.8,AM,meltspin,1
2774,B20Co64Mn16,AM,meltspin,1
2775,B24Co38Mn38,AM,meltspin,1
2776,B24Co45.6Mn30.4,AM,meltspin,1
2777,B24Co53.2Mn22.8,AM,meltspin,1
2778,B24Co60.8Mn15.2,AM,meltspin,1
2779,B24Co68.4Mn7.6,AM,meltspin,1
2780,B24Co76Mn0,AM,meltspin,1
2781,B33Co40.2Mn26.8,AM,meltspin,1
2782,B33Co53.6Mn13.4,AM,meltspin,1
2783,B2Co84Nb14,AM,meltspin,1
2784,B5Co81Nb14,AM,meltspin,1
2785,B10Co77Nb13,AM,meltspin,1
2786,B6Co80Nb14,AM,meltspin,1
2787,B6Co84Nb10,CR,meltspin,0
2788,B6Co80Nb14,AM,meltspin,1
2789,B12Co80Nb8,AM,meltspin,1
2790,B34Co33Ni33,AM,meltspin,1
2791,B34Co66Ni0,AM,meltspin,1
2792,B7Co80P13,AM,meltspin,1
2793,B7.5Co77.5Si15,AM,meltspin,1
2794,B10Co75Si15,AM,meltspin,1
2795,B10Co77.5Si12.5,AM,meltspin,1
2796,B12.5Co77.5Si10,AM,meltspin,1
2797,B12.5Co80Si7.5,AM,meltspin,1
2798,B15Co70Si15,AM,meltspin,1
2799,B15Co72.5Si12.5,AM,meltspin,1
2800,B15Co75Si10,AM,meltspin,1
2801,B15Co77.5Si7.5,AM,meltspin,1
2802,B15Co80Si5,AM,meltspin,1
2803,B20Co65Si15,AM,meltspin,1
2804,B20Co67.5Si12.5,AM,meltspin,1
2805,B20Co70Si10,AM,meltspin,1
2806,B20Co72.5Si7.5,AM,meltspin,1
2807,B20Co75Si5,AM,meltspin,1
2808,B25Co62.5Si12.5,AM,meltspin,1
2809,B25Co65Si10,AM,meltspin,1
2810,B25Co67.5Si7.5,AM,meltspin,1
2811,B25Co70Si5,AM,meltspin,1
2812,B27.5Co65Si7.5,AM,meltspin,1
2813,B30Co65Si5,AM,meltspin,1
2814,B20Co62.5Si17.5,AC,meltspin,0
2815,B20Co80Si0,AC,meltspin,0
2816,B25Co75Si0,AC,meltspin,0
2817,B30Co70Si0,AC,meltspin,0
2818,B5Co75Si20,CR,meltspin,0
2819,B10Co70Si20,CR,meltspin,0
2820,B10Co80Si10,CR,meltspin,0
2821,B10Co82Si8,CR,meltspin,0
2822,B10Co85Si5,CR,meltspin,0
2823,B12.5Co80.5Si7,CR,meltspin,0
2824,B14Co82Si4,CR,meltspin,0
2825,B15Co65Si20,CR,meltspin,0
2826,B15Co85Si0,CR,meltspin,0
2827,B20Co60Si20,CR,meltspin,0
2828,B22.5Co60Si17.5,CR,meltspin,0
2829,B12Co78Si10,AM,meltspin,1
2830,B15Co72.5Si12.5,AM,meltspin,1
2831,B10Co75Si15,AM,meltspin,1
2832,B12.5Co75Si12.5,AM,meltspin,1
2833,B17.5Co75Si7.5,AM,meltspin,1
2834,B20Co75Si5,AM,meltspin,1
2835,B11Co78Si11,AM,meltspin,1
2836,B13.5Co73Si13.5,AM,meltspin,1
2837,B14.75Co70.5Si14.75,AM,meltspin,1
2838,B16Co68Si16,AM,meltspin,1
2839,B14Co80Si6,AM,meltspin,1
2840,B10Co20Ti70,AM,meltspin,1
2841,B18Co66Ti16,AM,meltspin,1
2842,B18Co70Ti12,AM,meltspin,1
2843,B18Co74Ti8,AM,meltspin,1
2844,B18Co78Ti4,AM,meltspin,1
2845,B20Co64Ti16,AM,meltspin,1
2846,B20Co68Ti12,AM,meltspin,1
2847,B20Co72Ti8,AM,meltspin,1
2848,B20Co76Ti4,AM,meltspin,1
2849,B20Co80Ti0,AM,meltspin,1
2850,B22Co62Ti16,AM,meltspin,1
2851,B22Co66Ti12,AM,meltspin,1
2852,B22Co70Ti8,AM,meltspin,1
2853,B22Co74Ti4,AM,meltspin,1
2854,B24Co64Ti12,AM,meltspin,1
2855,B24Co68Ti8,AM,meltspin,1
2856,B24Co72Ti4,AM,meltspin,1
2857,B12Co68Ti20,AM,meltspin,1
2858,B12.75Co72.25Ti15,AM,meltspin,1
2859,B13.5Co76.5Ti10,AM,meltspin,1
2860,B11.25Co63.75V25,AM,meltspin,1
2861,B12Co68V20,AM,meltspin,1
2862,B12.75Co72.25V15,AM,meltspin,1
2863,B13.5Co76.5V10,AM,meltspin,1
2864,B14.25Co80.75V5,AM,meltspin,1
2865,B40Co40Y20,AM,meltspin,1
2866,B0Co90Zr10,AM,meltspin,1
2867,B2Co88Zr10,AM,meltspin,1
2868,B5Co85Zr10,AM,meltspin,1
2869,B0Co90Zr10,AM,meltspin,1
2870,B2Co82Zr16,AM,meltspin,1
2871,B4Co86Zr10,AM,meltspin,1
2872,B7Co77Zr16,AM,meltspin,1
2873,B10Co74Zr16,AM,meltspin,1
2874,B10Co80Zr10,AM,meltspin,1
2875,B13Co71Zr16,AM,meltspin,1
2876,B16Co68Zr16,AM,meltspin,1
2877,B16Co74Zr10,AM,meltspin,1
2878,B20Co70Zr10,AM,meltspin,1
2879,B25Co65Zr10,AM,meltspin,1
2880,B2Co82Zr16,CR,meltspin,0
2881,B0Co91Zr9,AM,meltspin,1
2882,B2Co91Zr7,AM,meltspin,1
2883,B20Cr5Fe75,AM,meltspin,1
2884,B20Cr10Fe70,AM,meltspin,1
2885,B15Cr0Fe85,AM,meltspin,1
