,likely_mpid,expt_gap,formula
3464,mp-978553,0.88,SiAs2
3465,,0.0,SiAu3
3466,mp-569128,2.0,SiB3
3467,,0.0,SiBi3O7
3468,,0.88,SiGe
3469,,0.0,SiHg3
3470,mp-2798,2.0,SiP
3471,mp-9996,1.89,SiP2
3472,,1.9,SiSb
3473,,0.0,SiSb3
3474,mp-568264,1.72,SiSe2
3475,,0.59,SiSn
3476,,0.0,SiTe2Os
3477,,0.0,SiW3
3478,mp-978678,0.0,Sm(BOs)2
3479,mp-15968,0.0,Sm(CoSi)2
3480,,0.0,Sm(CuO2)2
3481,,1.82,Sm(CuS)3
3482,,0.23,Sm(CuTe)3
3483,mp-13282,2.0,Sm(ErSe2)3
3484,,1.18,Sm(InS2)3
3485,mp-20646,0.0,Sm(MnGe)2
3486,mp-1080144,0.0,Sm(NiSn)2
3487,mp-567600,0.0,Sm(SiAg)2
3488,mp-3939,0.0,Sm(SiNi)2
3489,,1.51,Sm1.82Lu2.18Se6
3490,mp-570141,0.0,Sm2(PPt2)3
3491,,0.7,Sm2(SnSe3)3
3492,,0.0,Sm2AgRu
3493,,0.0,Sm2AlCd
3494,mp-570702,0.0,Sm2Cu4Sn5
3495,mp-1005792,0.0,Sm2CuAs3O
3496,mp-1426,0.0,Sm2Fe17
3497,mp-553121,0.0,Sm2IO2
3498,mp-19816,0.0,Sm2In
3499,,0.0,Sm2IrPd
3500,mp-1192255,1.5,Sm2Mn3(SbS3)4
3501,mp-554770,0.0,Sm2Mo2O7
3502,mp-218,5.0,Sm2O3
3503,mp-672272,0.0,Sm2Pd2Pb
3504,,0.0,Sm2RuAu
3505,mp-1403,2.96,Sm2S3
3506,,2.3,Sm2Sc3
3507,mp-15081,2.3,Sm2Se3
3508,mp-1106376,0.7,Sm2Te3
3509,mp-319,0.0,Sm2Tl
3510,,0.0,Sm2TlHg
3511,,0.0,Sm2TlZn
3512,mp-1198078,1.41,Sm2ZrSe5
3513,,0.0,Sm3(Sb7Te12)2
3514,mp-11222,0.0,Sm3Al
3515,,2.26,Sm3Al0.33Si1S7
3516,mp-1094052,0.0,Sm3AlN
3517,mp-1105337,2.5,Sm3B(SO)3
3518,mp-5447,0.0,Sm3OsO7
3519,,0.0,Sm3Sc
3520,mp-571144,0.51,Sm3Te4
3521,,0.0,Sm3Zr
3522,mp-581770,0.0,Sm4Al23Ni6
3523,mp-1199065,2.23,Sm4GaSbS9
3524,mp-1179485,0.0,Sm4In21Pd10
3525,mp-1196183,2.13,Sm4InSbS9
3526,mp-567957,0.0,Sm4MgRh
3527,,0.0,Sm4U4O17
3528,,0.0,Sm5Br11
3529,mp-672351,0.0,Sm6Br13
3530,mp-2475,0.0,SmAg
3531,mp-979972,0.0,SmAlCu
3532,mp-1738,1.03,SmAs
3533,mp-978809,0.0,SmAs2Au
3534,mp-30417,0.0,SmAu3
3535,,3.54,SmB(SbO4)2
3536,mp-6996,3.5,SmB6
3537,,0.8,SmB66
3538,mp-3428,0.0,SmBPd3
3539,mp-1200917,3.39,SmBiW2O9
3540,,0.0,SmC10
3541,,0.0,SmCdHg2
3542,mp-336,0.0,SmCo2
3543,mp-5410,0.0,SmCo3B2
3544,mp-1079121,0.0,SmCoC2
3545,mp-13009,0.0,SmCrGe3
3546,,0.0,SmCuO3
3547,,2.9,SmCuSO
3548,mp-11793,2.1,SmCuSe2
3549,mp-9194,2.6,SmCuSeO
3550,mp-8121,0.0,SmCuSi
3551,,0.0,SmErMg2
3552,,0.0,SmHg3
3553,mp-567912,0.0,SmHgPd
3554,,0.0,SmHoHg2
3555,,0.0,SmHoZn2
3556,mp-20666,0.0,SmIn2Rh
3557,mp-621351,0.0,SmInAu
3558,,0.0,SmLuTl2
3559,mp-30779,0.0,SmMg3
3560,,0.0,SmMgHg2
3561,mp-9220,0.0,SmNi2B2C
3562,mp-16734,0.0,SmNiAs
3563,mp-999144,0.0,SmNiC2
3564,mp-710,1.09,SmP
3565,mp-1019110,0.0,SmPbAu
3566,mp-1269,2.3,SmS
3567,mp-2281,0.59,SmSb
3568,mp-29647,0.0,SmSb2
3569,mp-1447,0.46,SmSe
3570,mp-15442,0.0,SmSi3Pt5
3571,mp-571581,0.0,SmSnPd
3572,,0.0,SmSnRh2
3573,,0.52,SmSnTe2
3574,,0.0,SmTh3
3575,,0.0,SmTmZn2
3576,,0.0,Sn(PO3)3
3577,,0.24,Sn0.001Pb0.999Se1
3578,,0.23,Sn0.01Te1Pb0.99
3579,,0.21,Sn0.03Pb0.97Se1
3580,,0.21,Sn0.03Te1Pb0.97
3581,,0.12,Sn0.05Pb0.95Se1
3582,,0.14,Sn0.06Pb0.94Se1
3583,,0.28,Sn0.06Te1Pb0.94
3584,,0.08,Sn0.07Pb0.93Se1
3585,,0.06,Sn0.08Pb0.92Se1
3586,,0.22,Sn0.08Te0.08Pb0.92Se0.92
3587,,0.13,Sn0.08Te1Pb0.92
3588,,0.02,Sn0.13Pb0.87Se1
3589,,0.13,Sn0.15Pb0.85Se1
3590,,0.18,Sn0.15Te0.15Pb0.85Se0.85
3591,,0.04,Sn0.17Pb0.83Se1
3592,,0.15,Sn0.17Te1Pb0.83
3593,,0.16,Sn0.1Te1Pb0.9
3594,,0.04,Sn0.23Te1Pb0.77
3595,,0.04,Sn0.25Pb0.75Se1
3596,,0.04,Sn0.25Te1Pb0.75
3597,,0.12,Sn0.28Te0.28Pb0.72Se0.72
3598,,0.06,Sn0.2Pb0.8Se1
3599,,0.14,Sn0.2Te0.2Pb0.8Se0.8
3600,,0.08,Sn0.2Te1Pb0.8
3601,,0.09,Sn0.35Te0.35Pb0.65Se0.65
3602,,0.26,Sn0.99Te1Pb0.01
3603,,1.08,Sn1Se0.01S0.99
3604,,1.03,Sn1Se0.2S0.8
3605,,0.98,Sn1Se0.6S0.4
3606,,0.94,Sn1Se0.75S0.25
3607,,0.89,Sn1Se0.99S0.01
3608,,1.32,Sn2BiSI5
3609,,0.85,Sn2S
3610,mp-561134,1.5,Sn2SbS2I3
3611,mp-557633,2.6,Sn2WO5
3612,,0.47,Sn3As2
3613,mp-1194504,0.43,Sn3Ir2Se3
3614,,0.0,Sn3P3O13
3615,mp-1371,0.0,Sn3Pd
3616,mp-556980,2.49,Sn3WO6
3617,mp-28998,0.0,Sn5(BIr3)2
3618,mp-30060,0.0,Sn5(BRh3)2
3619,,0.0,SnAs3
3620,,0.0,SnB
3621,mp-569152,3.9,SnCl2
3622,mp-5045,2.23,SnGeS3
3623,mp-13554,1.6,SnHgO3
3624,mp-27194,2.4,SnI2
3625,mp-23182,2.38,SnI4
3626,mp-2097,3.0,SnO
3627,mp-856,3.6,SnO2
3628,,0.0,SnPt3C
3629,mp-317,0.0,SnRh
3630,mp-1170,2.43,SnS2
3631,,0.0,SnSb3(PO4)4
3632,mp-665,1.62,SnSe2
3633,mp-1883,0.3,SnTe
3634,,0.0,Sr(CeS2)2
3635,,0.0,Sr(CeSe2)2
3636,mp-5671,0.0,Sr(CoP)2
3637,mp-12780,0.0,Sr(GaAu)2
3638,mp-21756,0.0,Sr(In4Rh)2
3639,,2.85,Sr(LaS2)2
3640,,2.45,Sr(NdS2)2
3641,,2.7,Sr(PrS2)2
3642,mp-1079784,0.0,Sr(RuO3)2
3643,mp-22775,0.0,Sr(Sb3Ru)4
3644,mp-1194208,0.0,Sr(YbS2)2
3645,mp-17715,3.7,Sr0.5Ta1O3
3646,mp-556496,0.0,Sr10Al4Si6O
3647,mp-556498,8.0,Sr2Be2B2O7
3648,mp-645208,0.0,Sr2Co2O5
3649,mp-561870,0.0,Sr2CoReO6
3650,mp-23102,0.0,Sr2Cu(ClO)2
3651,,0.0,Sr2GaCo2O7
3652,mp-29089,0.0,Sr2GeN2
3653,mp-6676,0.0,Sr2HoRuO6
3654,,1.0,Sr2La2.58Bi5.42S14
3655,,2.52,Sr2La2Pt1O7.13
3656,,0.0,Sr2Li2Nb3O10
3657,mp-16307,0.0,Sr2MgIrO6
3658,mp-1078868,0.0,Sr2MgReO6
3659,,3.05,Sr2Pr2Pt1O7.07
3660,mp-1106218,3.57,Sr2ScSbO6
3661,,3.38,Sr2SmTaO6
3662,mp-5532,3.41,Sr2TiO4
3663,,2.96,Sr2V2(SeO5)3
3664,mp-1197632,2.47,Sr2V3Se5O18
3665,,0.0,Sr2YBi2O7
3666,mp-7889,0.0,Sr2YReO6
3667,mp-559614,0.0,Sr2ZnReO6
3668,mp-7376,0.0,Sr3(AlSn)2
3669,mp-22418,0.0,Sr3(SnIr)4
3670,,4.0,Sr3Bi(PO4)3
3671,,0.0,Sr3Co2S2O5
3672,,3.99,Sr3Eu(PO4)3
3673,,0.75,Sr3Ge(SbSe4)2
3674,,0.0,Sr3Li4La5O12
3675,,0.0,Sr3Sb2
3676,mp-17557,0.0,Sr3ScNiO6
3677,,4.4,Sr3Se3ClO8
3678,mp-3349,3.26,Sr3Ti2O7
3679,,0.05,Sr4Ga8Ge15
3680,,4.0,Sr4Te3(ClO2)4
3681,mp-1204879,2.66,Sr4V2(Se2O7)3
3682,mp-29620,0.0,Sr5Bi3
3683,mp-867155,0.0,Sr5Cd2Sb5F
3684,mp-17720,0.0,Sr5Sn3
3685,mp-40674,4.5,Sr5V3O12F
3686,,0.0,Sr6Nb7O21
3687,,0.0,Sr7Bi23O40
3688,mp-567532,0.0,Sr8(MnN3)3
3689,,0.74,Sr8.007Ge2.043Bi7.949Se24
3690,mp-11224,0.0,Sr8Al7
3691,mp-565434,0.0,Sr8Co8O23
3692,mp-573523,0.0,Sr8Fe3N8
3693,mp-30355,0.0,SrAg
3694,mp-27233,0.0,SrAl
3695,,0.0,SrB2
3696,mp-242,3.68,SrB6
3697,mp-547244,3.52,SrBiClO2
3698,mp-30496,0.0,SrCd
3699,,0.0,SrCdSi
3700,mp-510607,2.45,SrCrO4
3701,mp-30451,0.0,SrCuBi
3702,mp-7390,0.9,SrGe2
3703,mp-20074,0.0,SrIn2
3704,,0.25,SrIn2(GeIr)4
3705,mp-20497,0.0,SrIn2Ir
3706,mp-542537,0.0,SrIn2Rh
3707,mp-21901,0.0,SrIn4Ir
3708,mp-21124,0.0,SrIn4Pt
3709,,0.0,SrLa3MnO8
3710,,0.0,SrLaMn2O6
3711,,0.0,SrLi2Sn
3712,,6.67,SrLi4(BO3)2
3713,mp-571443,0.0,SrMgIn3
3714,,2.0,SrMgSnSe4
3715,mp-20189,0.0,SrMnGe
3716,mp-10564,0.0,SrN2
3717,mp-18252,0.0,SrNi2(PO4)2
3718,mp-17396,0.0,SrNi5As3
3719,mp-2472,5.7,SrO
3720,mp-21162,0.0,SrPb3
3721,,3.2,SrPb3Br8
3722,mp-20489,1.78,SrPbO3
3723,mp-9926,0.0,SrRhF6
3724,mp-1087,4.76,SrS
3725,,0.0,SrSbAu
3726,mp-2758,4.42,SrSe
3727,mp-4092,4.75,SrSeO4
3728,mp-8843,0.0,SrSiPd
3729,mp-2879,4.1,SrSnO3
3730,mp-8539,0.0,SrSnP
3731,mp-552454,1.99,SrTaNO2
3732,mp-1958,3.73,SrTe
3733,mp-1194714,3.02,SrTh(PS4)2
3734,mp-30877,0.0,SrTl2
3735,,0.0,SrTlHg2
3736,,0.0,SrUS2
3737,mp-510250,0.0,SrV13O18
3738,,3.1,SrZnSO
3739,mp-12275,0.0,SrZnSb2
3740,,0.0,SrZr2Nb
3741,,2.59,Ta11(CuO15)2
3742,,2.58,Ta11(CuO6)5
3743,,0.0,Ta22(CuS12)3
3744,mp-31909,1.89,Ta2Mn3O8
3745,,0.0,Ta2MoOs
3746,mp-1079438,0.0,Ta2N
3747,,0.0,Ta2Nb3O12
3748,mp-10390,4.2,Ta2O5
3749,,0.0,Ta2OsW
3750,mp-14474,0.0,Ta2PtSe7
3751,,0.0,Ta2TiN3
3752,mp-18344,1.26,Ta2Tl4S11
3753,,0.0,Ta2TlO6
3754,mp-10142,0.0,Ta3B4
3755,mp-504502,0.0,Ta3P
3756,,0.0,Ta4AlC3
3757,mp-28964,0.0,Ta4FeTe4
3758,mp-8046,0.0,Ta4N5
3759,mp-1642,0.0,Ta5N6
3760,mp-30439,0.0,Ta6Be15Cu8
3761,mp-582719,0.0,Ta6Ni16Ge7
3762,mp-28752,2.47,Ta7Cu3O19
3763,mp-869,0.0,TaAl3
3764,,0.0,TaAlPt
3765,mp-1936,0.0,TaAs
3766,mp-2676,0.0,TaBe2
3767,,0.0,TaCoSn2
3768,mp-10748,3.0,TaCu3S4
3769,,0.0,TaF3
3770,,0.0,TaGaPt
3771,,0.0,TaInNi
3772,mp-1279,2.3,TaN
3773,mp-22709,0.0,TaNiB2
3774,mp-30836,0.0,TaPd3
3775,mp-567638,0.0,TaPt3
3776,mp-1020,0.0,TaRh3
3777,,0.0,TaTiFe2
3778,mp-10795,0.78,TaTlS3
3779,,0.0,TaW3
3780,mp-3546,0.0,Tb(Al2Fe)4
3781,mp-972049,0.0,Tb(AlC)3
3782,mp-3893,0.0,Tb(CoB)2
3783,mp-3709,0.0,Tb(CoGe)2
3784,,0.16,Tb(CuSe)3
3785,,0.46,Tb(CuTe)3
3786,mp-21041,0.0,Tb(FeP3)4
3787,mp-5351,0.0,Tb(GePd)2
3788,mp-2881,0.0,Tb(GeRh)2
3789,,1.2,Tb(InS2)3
3790,mp-22012,0.0,Tb(MnGe)6
3791,mp-505597,0.0,Tb(Ni2P)2
3792,,2.61,Tb0.52Pr2.48Ga1.67S7
3793,mp-570655,0.0,Tb10B7C10
3794,,0.0,Tb11S16
3795,mp-13432,0.0,Tb2AlCo2
3796,mp-7024,0.0,Tb2C3
3797,mp-646337,2.0,Tb2EuSe4
3798,,2.1,Tb2GeS5
3799,mp-570630,0.0,Tb2In16Pt7
3800,mp-1056,3.0,Tb2O3
3801,mp-641945,0.0,Tb2Sb5
3802,,0.0,Tb2SbO2
3803,mp-21712,0.0,Tb2Ti3Ge4
3804,mp-28827,0.0,Tb3(MnC3)2
3805,mp-972235,0.0,Tb3FeB7
3806,mp-1187292,0.0,Tb3Ge5
3807,mp-541883,0.0,Tb3Ni13B2
3808,mp-31102,0.0,Tb3ReO7
3809,,0.0,Tb3Si
3810,mp-1200490,4.59,Tb4Al2O9
3811,mp-1202576,2.44,Tb4GaSbS9
3812,,0.0,Tb5Ti5O17
3813,mp-1188772,0.0,Tb5Tl3
3814,,0.0,Tb6PbSe10
3815,,3.53,TbB(SbO4)2
3816,mp-3869,0.0,TbBRh3
3817,mp-12615,0.0,TbBe13
3818,mp-27923,0.0,TbCl
3819,mp-2265,0.0,TbCo2
3820,mp-11363,0.0,TbCu5
3821,mp-11417,0.0,TbGa
3822,mp-644529,0.0,TbGa2Co3
3823,mp-11418,0.0,TbGa3
3824,mp-24724,0.0,TbH2
3825,mp-1062648,0.0,TbHg2
3826,mp-672325,0.0,TbIn2Ni
3827,mp-22382,0.0,TbInAg2
3828,mp-22032,0.0,TbInIr
3829,,0.0,TbMn5Ge3
3830,mp-30808,0.0,TbNi5
3831,mp-4288,0.0,TbNiGe2
3832,,0.0,TbNiO3
3833,mp-645,0.0,TbP
3834,mp-1079305,0.0,TbPt
3835,mp-1310,0.0,TbRh2
3836,mp-1095657,0.0,TbSb2
3837,,0.0,TbSe2
3838,mp-31413,0.0,TbSnAu
3839,mp-1176,0.0,TbTe
3840,mp-30878,0.0,TbTl
3841,mp-1103802,4.24,TbWClO4
3842,,0.0,TbYHg2
3843,,0.0,TbYbHg2
3844,,0.0,TbYbRh2
3845,mp-2338,0.0,TbZn2
3846,mp-4075,0.0,TbZrSb
3847,,0.0,Tc3Pd
3848,,0.0,TcB
3849,mp-9481,1.0,TcS2
3850,,0.88,TcSe2
3851,,0.26,Te0.01Pb1Se0.99
3852,,0.26,Te0.05Pb1Se0.95
3853,,1.2,Te0.4Se0.6
3854,,0.29,Te0.5Pb1Se0.5
3855,,1.0,Te0.5Se0.5
3856,,0.7,Te0.6Se0.4
3857,,0.4,Te0.8Se0.2
3858,,0.3,Te0.99Pb1Se0.01
3859,mp-20123,0.0,Te2Au
3860,,0.0,Te2Mo(WS2)3
3861,,0.0,Te2Mo2WSe4
3862,,0.0,Te2Mo3Se4
3863,,0.0,Te2MoWS2
3864,mp-2142,0.3,Te2Os
3865,mp-782,1.8,Te2Pd
3866,mp-613,0.0,Te2Pd3
3867,mp-605028,0.0,Te2Pd3Pb2
3868,mp-267,0.25,Te2Ru
3869,,0.0,Te2W2SeS
3870,,0.0,Te3MoWS
3871,,0.0,Te4Mo(WS)2
3872,,0.0,Te4MoW3S4
3873,mp-10051,0.74,TeAs
3874,mp-569766,1.1,TeI
3875,mp-570884,1.1,TeI4
3876,,0.0,TeMoSe
3877,mp-2125,3.0,TeO2
3878,mp-1196950,3.79,TePb3Cl4O3
3879,mp-564,0.0,TePd
3880,,1.58,TeSe
3881,mp-669325,0.0,TeWCl9
3882,mp-4703,0.0,Th(Al2Fe)4
3883,mp-568030,0.0,Th(Al5Fe)2
3884,mp-20238,0.0,Th(FeGe)2
3885,mp-7600,0.0,Th(FeSi)2
3886,mp-4147,0.0,Th(GePd)2
3887,mp-21281,0.0,Th(MnGe)2
3888,mp-5165,0.0,Th(SiRu)2
3889,mp-12584,0.0,Th2CrN3
3890,mp-30639,0.0,Th2Fe7
3891,,1.98,Th2GeSe2
3892,mp-21428,0.0,Th2In
3893,mp-2392,0.37,Th2Se5
3894,mp-3182,0.0,Th3B2C3
3895,mp-570442,0.0,Th6Mg23
3896,mp-178,0.0,ThAl
3897,mp-1306,0.0,ThAl3
3898,mp-1019357,0.0,ThAsSe
3899,mp-571335,0.0,ThBi2
3900,mp-22528,0.0,ThCrB4
3901,mp-569748,0.0,ThFe2SiC
3902,mp-2215,0.0,ThHg2
3903,mp-312,0.0,ThIr5
3904,mp-648519,0.0,ThMn4(CuO4)3
3905,mp-1019360,0.0,ThPSe
3906,mp-570184,0.0,ThPd3
3907,mp-568337,0.0,ThRh2
3908,mp-22394,0.0,ThRu3C
3909,mp-503,0.0,ThS
3910,mp-8136,2.22,ThSO
3911,mp-7950,1.65,ThSeO
3912,mp-21238,0.0,ThSi
3913,mp-1025056,0.0,ThSi2Ru3
3914,mp-3718,1.45,ThTeO
3915,,0.0,ThU8O18
3916,mp-23494,3.09,Ti(Bi3O5)4
3917,,0.0,Ti10O11
3918,,0.0,Ti11O18
3919,,0.0,Ti13S24
3920,,0.3,Ti1C0.9
3921,,0.0,Ti20(Sb3Se)3
3922,,0.0,Ti2AlV
3923,,0.0,Ti2B
3924,mp-571126,0.0,Ti2BRh6
3925,mp-1201649,0.0,Ti2Be17
3926,mp-10721,0.0,Ti2C
3927,mp-30501,0.0,Ti2Cd
3928,,0.0,Ti2CoGe
3929,mp-1025269,0.0,Ti2CoS4
3930,mp-3951,0.0,Ti2CuS4
3931,,0.0,Ti2MnFe
3932,mp-644259,0.0,Ti2NiH
3933,mp-1025281,0.0,Ti2NiSe4
3934,,0.0,Ti2OsRu
3935,,0.0,Ti2RePd
3936,,0.0,Ti2ReRh
3937,,0.0,Ti2ReRu
3938,,0.0,Ti2Sb(PO4)3
3939,,0.0,Ti2TcNi
3940,,0.0,Ti2TcPd
3941,,0.0,Ti2ZnS4
3942,,0.0,Ti3Be
3943,mp-21457,0.0,Ti3Cu3O
3944,,0.0,Ti3Fe3O
3945,,0.0,Ti3PO7
3946,mp-30851,0.0,Ti3Pt5
3947,,0.0,Ti3SnC2
3948,mp-571457,0.0,Ti4NiBi2
3949,mp-10734,0.0,Ti4O5
3950,,0.0,Ti4ZnO8
3951,mp-684065,0.0,Ti5(B6O13)2
3952,,0.0,Ti5Zn4(TeO6)3
3953,,0.0,Ti5ZnO7
3954,mp-1191976,3.4,Ti6H2O13
3955,,0.0,Ti9O10
3956,,0.0,Ti9O8
3957,mp-1953,0.0,TiAl
3958,mp-16482,0.0,TiAlAu2
3959,mp-505540,0.0,TiAsRh
3960,,0.0,TiAuCl
3961,,3.1,TiBi25O39
3962,mp-27785,0.0,TiBr2
3963,mp-631,0.0,TiC
3964,mp-22769,0.0,TiCoGe
3965,mp-5967,0.95,TiCoSb
3966,,0.0,TiCoSn
3967,,0.0,TiCr3(PO4)6
3968,mp-2454,0.0,TiFe2
3969,,0.0,TiFe2As
3970,,0.0,TiFe2Sb
3971,,0.4,TiFe2Si
3972,mp-1079106,0.0,TiFeH2
3973,,0.0,TiGaIr2
3974,mp-7607,0.0,TiHgO3
3975,,0.0,TiI
3976,,0.0,TiMn2Al
3977,,0.0,TiMn2Ge
3978,mp-20952,0.42,TiNiSb
3979,mp-554278,3.3,TiO2
3980,,0.0,TiOs3
3981,mp-5839,0.0,TiPO4
3982,mp-980094,0.0,TiPd
3983,,0.0,TiReN3
3984,mp-2156,1.95,TiS2
3985,mp-9920,0.9,TiS3
3986,mp-568789,0.0,TiSe
3987,mp-2194,1.55,TiSe2
3988,,0.0,TiTc2Sb
3989,mp-1907,1.0,TiTe2
3990,mp-558747,1.3,TiTlPS5
3991,,1.0,TiTlS2
3992,,0.56,TiTlSe2
3993,,0.0,TiV4CuO12
3994,mp-21289,0.0,TiZn3
3995,mp-557929,0.0,Tl(Cu3S2)2
3996,mp-3411,0.0,Tl(MoSe)3
3997,,0.0,Tl(WO3)3
3998,,0.3,Tl0.001Te1Pb0.999
3999,,0.48,Tl0.005Te1Pb0.995
4000,,0.59,Tl0.01Te1Pb0.99
4001,,0.57,Tl0.04Te1Pb0.96
4002,,0.54,Tl0.07Te1Pb0.93
4003,,0.0,Tl16O15F17
4004,,0.6,Tl2.35Sb8.65Se14
4005,mp-559093,1.8,Tl2BiP2S7
4006,mp-1025299,0.0,Tl2CdTe4
4007,mp-18240,1.4,Tl2Cu2SnS4
4008,mp-29034,0.36,Tl2GeTe3
4009,mp-1188364,2.05,Tl2Hg3S4
4010,mp-1105692,1.57,Tl2Hg3Se4
4011,mp-1190100,0.9,Tl2Hg3Te4
4012,,2.05,Tl2InGaSe4
4013,,0.88,Tl2InGaTe4
4014,mp-704535,0.0,Tl2Mo7O22
4015,mp-1658,2.25,Tl2O3
4016,mp-9510,2.2,Tl2PAuS4
4017,mp-556516,1.0,Tl2S
4018,,0.37,Tl2Se
4019,,0.67,Tl2Te3As2Se
4020,mp-31076,2.06,Tl2TeBr6
4021,mp-31077,1.47,Tl2TeI6
4022,mp-17172,1.6,Tl2TeS3
4023,mp-7684,1.3,Tl3AsSe3
4024,,0.0,Tl3Cr
4025,,0.0,Tl3Ir
4026,,0.0,Tl3Pb
4027,,0.0,Tl3Si
4028,mp-570339,2.8,Tl4CdI6
4029,mp-1191858,2.2,Tl4CuTeO6
4030,,2.63,Tl4In3GaS8
4031,mp-174,0.0,Tl5Te3
4032,,2.3,Tl6Cu(TeO5)2
4033,,0.0,Tl8Os8O27
4034,,0.0,Tl9SbSe6
4035,,0.72,TlAgSe2
4036,mp-10006,0.1,TlAgTe2
4037,mp-4988,2.15,TlAsS2
4038,mp-30236,1.35,TlAsSe2
4039,mp-27438,0.12,TlBiTe2
4040,,0.5,TlBiTe3
4041,mp-7708,1.5,TlCdS2
4042,,0.0,TlCoBi
4043,,0.0,TlCoMo2
4044,,0.75,TlCr5(Se3S)2
4045,,0.85,TlCr5(SeS)4
4046,,0.94,TlCr5(SeS3)2
4047,mp-541823,1.01,TlCr5S8
4048,,0.89,TlCr5Se3S5
4049,,0.8,TlCr5Se5S3
4050,,0.71,TlCr5Se7S
4051,mp-3407,0.67,TlCr5Se8
4052,,0.97,TlCr5SeS7
4053,mp-1105457,2.98,TlCuCl3
4054,mp-14090,1.07,TlCuSe2
4055,mp-23415,0.0,TlFeI3
4056,mp-4016,3.4,TlGaS2
4057,mp-17254,1.65,TlGaSe2
4058,mp-3785,1.8,TlGaTe2
4059,mp-1204377,3.03,TlHg6S4Br5
4060,mp-1202157,2.8,TlHg6Se4Br5
4061,,2.3,TlInGeS4
4062,mp-1190524,1.74,TlInHgS3
4063,mp-22791,0.62,TlInTe2
4064,,1.4,TlN
4065,mp-870,3.58,TlN3
4066,,0.0,TlNi
4067,,1.6,TlPS2
4068,,0.5,TlPSe2
4069,mp-561066,1.36,TlS
4070,,1.8,TlS2
4071,,0.82,TlSbSe2
4072,,0.38,TlSbTe3
4073,mp-2556,0.0,TlSn
4074,,1.2,TlSnAuSe3
4075,mp-2081,0.0,TlTe
4076,,0.3,TlTeP
4077,,0.0,TlZn2Tc
4078,mp-3262,0.0,Tm(CoSi)2
4079,mp-567808,0.0,Tm(CuGe)2
4080,,0.0,Tm(CuS)2
4081,mp-640889,0.14,Tm(CuTe)3
4082,mp-2938,0.0,Tm(FeSi)2
4083,mp-570907,0.0,Tm(GeRu)2
4084,mp-5641,0.0,Tm(MnGe)6
4085,mp-4195,0.0,Tm(NiGe)2
4086,mp-570217,0.0,Tm(SiOs)2
4087,,0.0,Tm2AlOs
4088,,0.0,Tm2CdHg
4089,,0.0,Tm2CuTc
4090,mp-647243,0.0,Tm2Ga10Os3
4091,mp-21486,0.0,Tm2In
4092,,0.0,Tm2IrPd
4093,,0.0,Tm2MgRu
4094,,0.0,Tm2MgTl
4095,mp-1767,4.53,Tm2O3
4096,mp-555716,0.0,Tm2Ru2O7
4097,,0.0,Tm2ZnAg
4098,,0.0,Tm2ZnGa
4099,,0.0,Tm2ZnHg
4100,,0.0,Tm2ZnOs
4101,mp-9694,0.0,Tm3(GePd)4
4102,,0.0,Tm3GaC
4103,mp-13511,0.0,Tm4In(NiGe2)2
4104,,1.22,Tm4Sb2Se11.68
4105,mp-21810,0.0,Tm5(Ge5Rh2)2
4106,,0.0,Tm5Ti5O17
4107,mp-16518,0.0,TmAl4Ni
4108,mp-865402,0.0,TmAlCu
4109,mp-1101,1.18,TmAs
4110,mp-1017507,0.0,TmAu
4111,mp-560,0.0,TmAu2
4112,mp-15604,0.0,TmB2C
4113,mp-10134,0.0,TmBPd3
4114,mp-5438,0.0,TmBRh3
4115,,0.0,TmCdAg2
4116,mp-1025408,0.0,TmCoSi2
4117,mp-1025116,0.0,TmCu4Ag
4118,mp-8123,0.0,TmCuSi
4119,mp-998911,0.0,TmGe
4120,mp-24727,0.0,TmH2
4121,mp-21177,0.0,TmIn3
4122,,0.0,TmLuPd2
4123,,0.0,TmMg2Sc
4124,,0.0,TmMgAg2
4125,,0.0,TmMgCd2
4126,mp-11615,0.0,TmMnGe
4127,mp-554211,0.0,TmMnO3
4128,mp-348,0.0,TmPd
4129,mp-2520,0.0,TmSb
4130,,0.0,TmScHg2
4131,mp-11974,0.0,TmSnRh
4132,,0.0,TmSnRu2
4133,,0.0,TmThRu2
4134,mp-515,0.0,TmTl
4135,,0.0,TmU2S3O2
4136,mp-4606,0.0,U(Al2Fe)4
4137,mp-27350,0.0,U(BH4)4
4138,mp-1079975,0.0,U(CoGe)2
4139,mp-2971,0.0,U(CrC)4
4140,mp-21478,0.0,U(CuP)2
4141,mp-5683,0.0,U(MnSi)2
4142,mp-20596,0.0,U(SiNi)2
4143,,0.0,U11O5
4144,mp-541853,0.0,U2(Co7B2)3
4145,mp-8894,0.0,U2Al3C4
4146,mp-21269,0.0,U2AlCo2
4147,mp-30176,0.0,U2AlCo3
4148,mp-27661,0.0,U2Cl5O2
4149,mp-21819,0.0,U2Cr30P19
4150,mp-572929,0.0,U2Cu2As3O
4151,mp-570800,0.0,U2MnN3
4152,mp-1078133,0.0,U2Re2C3
4153,mp-639876,0.0,U2SnRh2
4154,mp-5505,0.0,U2TeN2
4155,mp-1709,0.0,U2Ti
4156,mp-680401,0.0,U2Zn17
4157,mp-23196,0.0,U3Bi4
4158,mp-541587,0.0,U3Cu2Se7
4159,,0.0,U3Nb
4160,mp-567905,0.0,U3Ni3Sn4
4161,mp-20328,0.0,U3Se4
4162,,0.0,U4N7
